open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1649980800000,0.06139000,0.06226000,0.06035000,0.06160000,389442213.00000000,1650067199999,23886551.52289000,68563,198383979.30000000,12166620.77906000,0
1650067200000,0.06161000,0.06268000,0.06008000,0.06131000,372022958.70000000,1650153599999,22823707.10514400,71357,188274359.40000000,11551945.73114600,0
1650153600000,0.06132000,0.06150000,0.05765000,0.05792000,462994632.10000000,1650239999999,27957036.19515100,85709,227900392.60000000,13754442.90379700,0
1650240000000,0.05792000,0.05966000,0.05501000,0.05960000,723780586.30000000,1650326399999,41556579.70169200,147231,358699293.10000000,20597446.54462700,0
1650326400000,0.05960000,0.06191000,0.05897000,0.06160000,585484714.80000000,1650412799999,35485492.23243600,111559,296651654.50000000,17980055.79844700,0
1650412800000,0.06160000,0.06345000,0.05906000,0.06076000,718391917.10000000,1650499199999,43942382.64030400,153487,355611328.00000000,21762795.82866400,0
1650499200000,0.06075000,0.06386000,0.05736000,0.05872000,855054417.10000000,1650585599999,51962663.56581300,180486,428615460.00000000,26049526.01068900,0
1650585600000,0.05871000,0.06018000,0.05706000,0.05779000,554401012.10000000,1650671999999,32476467.12224700,110179,267176525.90000000,15655416.80780000,0
1650672000000,0.05780000,0.05900000,0.05680000,0.05745000,427342248.50000000,1650758399999,24816661.50159300,76036,209660477.30000000,12177588.60219700,0
1650758400000,0.05744000,0.05808000,0.05537000,0.05592000,376799061.40000000,1650844799999,21348567.27865700,73990,185476734.30000000,10512815.30039200,0
1650844800000,0.05592000,0.05700000,0.05175000,0.05633000,878911176.10000000,1650931199999,47479486.07528800,167385,455052328.30000000,24586225.13659300,0
1650931200000,0.05633000,0.05691000,0.05033000,0.05117000,793954609.50000000,1651017599999,42391558.58920900,149421,386408750.50000000,20613292.45339400,0
1651017600000,0.05117000,0.05297000,0.05045000,0.05202000,533384281.50000000,1651103999999,27631261.18666100,97013,270013559.70000000,13989397.17338500,0
1651104000000,0.05201000,0.05330000,0.05038000,0.05158000,617319669.20000000,1651190399999,31935540.08039100,109112,305282590.60000000,15793667.22211300,0
1651190400000,0.05157000,0.05199000,0.04735000,0.04851000,657536450.60000000,1651276799999,32664910.29606300,101323,324923465.90000000,16147460.14889000,0
1651276800000,0.04850000,0.04968000,0.04440000,0.04530000,806930064.80000000,1651363199999,38109313.82934200,119940,405231754.20000000,19139954.55658600,0
1651363200000,0.04532000,0.04953000,0.04420000,0.04849000,926003337.50000000,1651449599999,43565242.60795600,141222,460605197.50000000,21668695.24658800,0
1651449600000,0.04848000,0.04986000,0.04574000,0.04750000,787624706.30000000,1651535999999,37553722.57396100,121428,386634318.00000000,18444940.16935600,0
1651536000000,0.04751000,0.04875000,0.04576000,0.04681000,597405229.20000000,1651622399999,28278002.78810400,88752,294722928.20000000,13953203.17327800,0
1651622400000,0.04681000,0.05403000,0.04656000,0.05392000,1527332051.00000000,1651708799999,76575240.04233000,260617,790046347.00000000,39641654.09648400,0
1651708800000,0.05392000,0.05475000,0.04585000,0.04758000,1517922711.90000000,1651795199999,75996919.46415100,255113,737817916.90000000,36894887.06500300,0
1651795200000,0.04757000,0.04797000,0.04532000,0.04703000,970500440.70000000,1651881599999,45348306.61438500,156570,478636890.30000000,22367420.75240500,0
1651881600000,0.04701000,0.04729000,0.04436000,0.04552000,580388323.60000000,1651967999999,26831955.79991800,90763,287798681.70000000,13303286.04629100,0
1651968000000,0.04554000,0.04608000,0.04366000,0.04448000,818844916.90000000,1652054399999,36814355.85543700,126029,399517657.40000000,17963676.01741200,0
1652054400000,0.04448000,0.04528000,0.03760000,0.03790000,1914449167.40000000,1652140799999,78572206.68582700,297273,936324224.90000000,38464937.70708800,0
1652140800000,0.03789000,0.04368000,0.03666000,0.03879000,2391827212.30000000,1652227199999,95989851.83437600,369978,1212700318.00000000,48645509.35880800,0
