open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1636156800000,0.09131000,0.09331000,0.08500000,0.09061000,277612056.00000000,1636243199999,24864270.94745000,70823,131560944.00000000,11811043.94321000,0
1636243200000,0.09067000,0.09300000,0.08959000,0.09049000,169915246.00000000,1636329599999,15481393.81909000,43469,87133479.00000000,7944313.08343000,0
1636329600000,0.09051000,0.09300000,0.08889000,0.09299000,215948495.00000000,1636415999999,19582402.49376000,52588,108419589.00000000,9835931.45554000,0
1636416000000,0.09290000,0.09396000,0.08713000,0.08934000,242246480.00000000,1636502399999,21932876.79425000,59109,124213335.00000000,11256049.37400000,0
1636502400000,0.08933000,0.09219000,0.07400000,0.08203000,449977456.00000000,1636588799999,38375700.48013000,111517,199558203.00000000,17079928.66844000,0
1636588800000,0.08195000,0.08842000,0.08103000,0.08602000,240485046.00000000,1636675199999,20571526.64702000,55396,118461849.00000000,10132756.31579000,0
1636675200000,0.08600000,0.09098000,0.08127000,0.08418000,316512852.00000000,1636761599999,27036305.49107000,71123,157371027.00000000,13449963.56134000,0
1636761600000,0.08418000,0.10408000,0.08406000,0.09418000,1099724459.00000000,1636847999999,105460089.04460000,286876,572141641.00000000,54826975.44419000,0
1636848000000,0.09418000,0.09749000,0.08969000,0.09329000,456974537.00000000,1636934399999,42508309.15493000,110533,222535545.00000000,20718657.00677000,0
1636934400000,0.09336000,0.12770000,0.09319000,0.12529000,2005555135.00000000,1637020799999,220598147.72193000,488275,999086134.00000000,109923380.14240000,0
1637020800000,0.12513000,0.14401000,0.11239000,0.11473000,4377821422.00000000,1637107199999,553921310.31745000,1116712,2174771192.00000000,275531950.12339000,0
1637107200000,0.11475000,0.27891000,0.11243000,0.23017000,7145962822.00000000,1637193599999,1446877023.50878000,2475178,3670868967.00000000,744261200.27781000,0
1637193600000,0.23021000,0.28800000,0.20387000,0.22883000,5200093227.00000000,1637279999999,1218961012.45760000,1914082,2607642802.00000000,612751961.46289000,0
1637280000000,0.22928000,0.25800000,0.21773000,0.23430000,2609642758.00000000,1637366399999,617189609.39063000,1010861,1311811041.00000000,310522125.82780000,0
1637366400000,0.23415000,0.39200000,0.23053000,0.35409000,4620249867.00000000,1637452799999,1543320691.59867000,2398281,2363316642.00000000,787854835.94541000,0
1637452800000,0.35406000,0.48816000,0.34490000,0.37010000,3437607333.00000000,1637539199999,1451734858.06655000,2125408,1737889139.00000000,733571493.89992000,0
1637539200000,0.37027000,0.43693000,0.35816000,0.39243000,1920000063.00000000,1637625599999,756509627.58402000,1161131,956098805.00000000,376601637.25287000,0
1637625600000,0.39253000,0.40896000,0.35925000,0.37716000,1055183125.00000000,1637711999999,403051298.55569000,720395,525444876.00000000,200830205.07973000,0
1637712000000,0.37672000,0.59086000,0.37026000,0.58278000,3102383534.00000000,1637798399999,1430430135.30134000,2317540,1571927466.00000000,725552024.49667000,0
1637798400000,0.58260000,0.78530000,0.52340000,0.74223000,4005647384.00000000,1637884799999,2705504030.83826000,4202174,2015977627.00000000,1362681347.87656000,0
1637884800000,0.74225000,0.84128000,0.61947000,0.71100000,2757193054.00000000,1637971199999,2004670574.40447000,2890049,1379962095.00000000,1004840649.94356000,0
1637971200000,0.71092000,0.72600000,0.63001000,0.66022000,1165184529.00000000,1638057599999,783679378.21686000,1079382,588996808.00000000,396065103.44275000,0
1638057600000,0.66079000,0.71900000,0.57056000,0.71100000,1422214334.00000000,1638143999999,913950655.59064000,1316793,704756910.00000000,453186809.76435000,0
1638144000000,0.71100000,0.75041000,0.64369000,0.65046000,962456497.00000000,1638230399999,673791447.15337000,978975,470034688.00000000,329311554.13789000,0
1638230400000,0.65019000,0.66942000,0.61248000,0.62110000,744846505.00000000,1638316799999,474545313.12309000,726544,379744246.00000000,242087532.57676000,0
1638316800000,0.62110000,0.66325000,0.61541000,0.64483000,702643306.00000000,1638403199999,446125452.94469000,705586,355000848.00000000,225396428.88861000,0
1638403200000,0.64502000,0.67880000,0.57259000,0.59407000,618354952.00000000,1638489599999,375436420.12183000,627397,307135149.00000000,186522057.78537000,0
1638489600000,0.59407000,0.59861000,0.47729000,0.50698000,721285547.00000000,1638575999999,384403370.87212000,707951,356017573.00000000,189917116.65420000,0
1638576000000,0.50695000,0.58023000,0.36929000,0.55865000,1706597730.00000000,1638662399999,805542675.24868000,1241210,827124839.00000000,391206151.47887000,0
1638662400000,0.55865000,0.58600000,0.45588000,0.48601000,1238458000.00000000,1638748799999,640019641.82601000,1050369,604077830.00000000,312111538.72536000,0
1638748800000,0.48583000,0.53360000,0.42496000,0.50855000,893226593.00000000,1638835199999,421540562.79525000,691391,442773505.00000000,209210293.72233000,0
1638835200000,0.50813000,0.51835000,0.46371000,0.47687000,654020935.00000000,1638921599999,320290287.03230000,559989,322384161.00000000,157950802.86256000,0
1638921600000,0.47693000,0.50634000,0.44274000,0.50237000,454081066.00000000,1639007999999,214442554.83909000,411294,224416135.00000000,106060467.74062000,0
1639008000000,0.50224000,0.55766000,0.48176000,0.49506000,1196950543.00000000,1639094399999,622128434.05719000,1101068,590825290.00000000,307366604.33182000,0
1639094400000,0.49507000,0.51728000,0.46879000,0.48000000,645442120.00000000,1639180799999,317115170.63408000,594247,313943423.00000000,154358969.10656000,0
1639180800000,0.47985000,0.57000000,0.46000000,0.56844000,969404855.00000000,1639267199999,513310531.28849000,933728,477877429.00000000,253037287.69618000,0
1639267200000,0.56829000,0.63075000,0.56364000,0.59163000,1152261281.00000000,1639353599999,681699575.73691000,1092687,576369451.00000000,341010796.93132000,0
1639353600000,0.59163000,0.59880000,0.49241000,0.50583000,884862272.00000000,1639439999999,472181022.54943000,753636,432158791.00000000,230525379.09594000,0
1639440000000,0.50605000,0.51583000,0.46800000,0.50414000,754730196.00000000,1639526399999,373304219.97273000,654041,377385473.00000000,186693255.73147000,0
1639526400000,0.50405000,0.51199000,0.45860000,0.50103000,725157739.00000000,1639612799999,354235377.47060000,676433,360933999.00000000,176413600.98491000,0
1639612800000,0.50085000,0.51840000,0.46411000,0.46689000,487041649.00000000,1639699199999,241522120.94311000,468940,240535351.00000000,119381026.53300000,0
1639699200000,0.46689000,0.48144000,0.43500000,0.45267000,603618849.00000000,1639785599999,276917271.36773000,536317,294229426.00000000,134967692.51852000,0
1639785600000,0.45276000,0.47999000,0.43721000,0.46508000,470750197.00000000,1639871999999,216053025.55803000,405292,235998297.00000000,108280037.31368000,0
1639872000000,0.46508000,0.47892000,0.44115000,0.44395000,385605082.00000000,1639958399999,178185697.14519000,306259,187215823.00000000,86511673.14660000,0
1639958400000,0.44395000,0.44936000,0.40860000,0.43057000,443455548.00000000,1640044799999,189774236.08399000,356141,221209425.00000000,94638907.69139000,0
1640044800000,0.43057000,0.44908000,0.42421000,0.44119000,307397234.00000000,1640131199999,134791162.18269000,295477,155217655.00000000,68071001.79668000,0
1640131200000,0.44101000,0.45424000,0.43100000,0.43782000,349403069.00000000,1640217599999,154689249.07485000,325626,173440710.00000000,76783778.23099000,0
1640217600000,0.43783000,0.52858000,0.42741000,0.51336000,767354997.00000000,1640303999999,371202372.75475000,789680,386523764.00000000,186972155.18855000,0
1640304000000,0.51328000,0.52160000,0.46524000,0.47224000,510154654.00000000,1640390399999,253950831.88527000,522846,247867558.00000000,123407516.80207000,0
1640390400000,0.47224000,0.51137000,0.46776000,0.49766000,406023629.00000000,1640476799999,201334644.62709000,384907,198577316.00000000,98485798.03561000,0
1640476800000,0.49766000,0.52800000,0.48014000,0.51133000,441595443.00000000,1640563199999,222187610.09052000,437735,221043760.00000000,111279614.68819000,0
1640563200000,0.51136000,0.55359000,0.50800000,0.53676000,533504592.00000000,1640649599999,286957907.47840000,574335,266219502.00000000,143195675.17709000,0
1640649600000,0.53667000,0.53677000,0.45924000,0.46649000,654463992.00000000,1640735999999,321747612.38197000,549656,315401958.00000000,155044263.20700000,0
1640736000000,0.46650000,0.48735000,0.44122000,0.44994000,458703439.00000000,1640822399999,213665112.64193000,363716,221712113.00000000,103298777.86860000,0
1640822400000,0.44997000,0.47999000,0.44044000,0.46216000,496775362.00000000,1640908799999,232795903.89551000,383155,241613576.00000000,113233438.58027000,0
1640908800000,0.46214000,0.47593000,0.44410000,0.45045000,361142463.00000000,1640995199999,167435298.55682000,286186,171517747.00000000,79532602.36919000,0
1640995200000,0.45035000,0.46478000,0.45035000,0.46142000,229994828.00000000,1641081599999,105311261.12462000,169964,111089380.00000000,50865925.63353000,0
1641081600000,0.46140000,0.46403000,0.45089000,0.45661000,258910825.00000000,1641167999999,118420293.97736000,177876,123147986.00000000,56324611.27936000,0
1641168000000,0.45661000,0.45812000,0.43120000,0.44124000,283289911.00000000,1641254399999,126833257.80588000,229918,138585631.00000000,62051021.55658000,0
1641254400000,0.44124000,0.44391000,0.42018000,0.42579000,382880338.00000000,1641340799999,165515169.98281000,281416,184490168.00000000,79747732.26092000,0
1641340800000,0.42575000,0.44098000,0.34117000,0.37740000,682444808.00000000,1641427199999,273892322.63461000,512240,320259459.00000000,128667207.12860000,0
1641427200000,0.37739000,0.40139000,0.35580000,0.38300000,704723113.00000000,1641513599999,263214419.02570000,485484,344031181.00000000,128458070.25014000,0
1641513600000,0.38300000,0.38530000,0.33804000,0.34424000,702236981.00000000,1641599999999,249092206.90446000,490849,341342880.00000000,121074723.41337000,0
